Item Num|Lattitude|Longitude|Price Bracket|Price|Address
66|-36.60425358|174.6761149|5|1425000|6 Copal Lane Silverdale
68|-43.33657142|172.7016095|2|355000|34 Woodend Beach Road Woodend Beach Woodend
69|-37.20184755|174.8925632|3|670000|3 Moloney Terrace Pukekohe
71|-43.50196913|172.7287768|1|230000|164 Marine Parade New Brighton Christchurch
74|-45.4205943|167.7167997|1|165000|28 Quintin Drive Te Anau
77|-36.86574732|174.638462|3|770000|88 Vodanovich Road Te Atatu South Auckland
78|-37.95992392|176.9649294|1|295000|61 Henderson Street Whakatane
79|-39.63821027|176.8332198|1|270000|403 Lascelles Street Saint Leonards Hastings
80|-36.411292|174.722673|3|740000|14 Governor Grey Road Snells Beach
81|-43.55367693|172.5313657|2|405000|28 Blankney Street Hornby Christchurch
82|-38.07973423|176.7098662|1|55000|5 River Road Kawerau
84|-41.0730506|174.8608291|3|650000|26A Roys Road Plimmerton Porirua
85|-46.41643465|168.3867432|2|410000|28 Falcon Street Newfield Invercargill
86|-42.4701313|171.1903269|2|395000|227 High Street Greymouth
88|-36.582693|174.691101|4|990000|36A Edward Avenue Orewa
90|-41.22540338|174.826724|2|410000|71 Kenmore Street Newlands Wellington
91|-36.72653923|174.7430835|4|1100000|564A Beach Road Rothesay Bay Auckland
93|-41.50065012|173.9347268|2|590000|39 Magnolia Drive Springlands Blenheim
94|-39.15721805|174.2092448|1|260000|42 Standish Street Inglewood
95|-37.74131732|176.1523066|2|438000|22 Brackenburn Drive Ohauiti
101|-39.05828768|174.0845372|3|600000|77 Eliot Street New Plymouth
102|-40.32238232|175.6487758|2|315000|114 Kelvin Grove Road Kelvin Grove Palmerston North
103|-46.08585787|168.9566346|1|139000|73 Hamilton Street East Gore Gore
107|-35.7509321|174.3028302|1|155000|67 Fairburn Street Raumanga Whangarei
112|-42.51124803|171.1719387|1|200000|272 Coulson Road Paroa Greymouth
113|-46.40964887|168.3830472|1|265000|16 Duncraig Street Hawthorndale Invercargill
114|-37.7034653|176.1657653|3|775000|17B Grace Road Tauranga South Tauranga
116|-40.62337965|175.3051046|2|440000|1 Gimblett Court Levin
117|-43.52674895|172.5234817|2|490000|29 Little Oaks Drive Yaldhurst Christchurch
120|-38.99382152|174.3515506|2|570000|12 Sutton Road Onaero
121|-37.91993925|175.3046963|2|350000|2 White Street Ohaupo
122|-43.30956768|172.6049108|2|490000|180 Northbrook Road Rangiora
125|-36.89329808|174.6519112|3|740000|92 Farquhar Road Glendene Auckland
128|-40.3807662|175.5843046|1|295000|12 Totara Road Awapuni Palmerston North
129|-36.82470035|174.7976059|6|2625000|11A Albert Road Devonport Auckland
133|-37.0710124|174.9459528|3|770000|8A Alexander Street Papakura
135|-37.68430373|176.1371539|2|520000|29C Darraghs Road Brookfield Tauranga
136|-45.83681503|170.5518053|2|350000|185 Norwood Street Normanby Dunedin
138|-36.262567|174.509144|2|465000|229 State Highway 1 Wellsford
141|-39.5860585|174.2855422|1|175000|251 Princes Street Hawera
142|-45.88177995|170.3689888|2|365000|130 Gladstone Road North Mosgiel
143|-35.7066115|174.3095968|1|255000|9 Arthur Street Kensington Whangarei
148|-34.51608163|172.9085283|1|63000|1114 Te Hapua Road Te Hapua
149|-35.69125032|174.3205474|1|130000|104 William Jones Drive Otangarei Whangarei
150|-40.59648898|175.1935496|1|165000|866 Hokio Beach Road Hokio Beach
151|-37.21362042|174.8647128|3|630000|101 Eden Road Pukekohe
152|-36.8615788|174.5935164|3|610000|34 Birdwood Road Swanson Auckland
153|-36.78911175|174.7240982|3|860000|24 Greendale Spur Glenfield Auckland
154|-37.01820088|175.8620001|2|570000|25 Kennedy Park Drive Pauanui
155|-37.25625977|174.7254457|3|640000|75D Martyn Street Waiuku
159|-41.30868998|174.7962913|4|910000|67 Overtoun Terrace Hataitai Wellington
161|-38.23155438|175.8561257|1|144000|76 Aotea Crescent Tokoroa
163|-45.08697463|170.9591408|1|270000|157 Eden Street Oamaru
164|-36.98232427|174.8960872|3|660000|108 Te Irirangi Drive Clover Park Auckland
175|-43.54153208|172.6948195|2|310000|41 Maces Road Bromley Christchurch
177|-45.81910148|170.6031605|1|195000|4 Constant Street Sawyers Bay Dunedin
178|-46.4013337|168.3715214|1|250000|152 St Andrew Street Glengarry Invercargill
182|-43.57213468|172.7010798|2|540000|68 Laing Crescent Heathcote Valley Christchurch
185|-41.013799|175.5228974|2|385000|125 Kent Street Carterton
187|-36.7865455|174.7031985|3|680000|309 Beach Haven Road Birkdale Auckland
190|-36.90252298|174.8165774|4|980000|22 Gavin Street Ellerslie Auckland
191|-37.79884598|175.2944037|2|350000|11 Wiremu Street Hamilton East Hamilton
193|-45.24853053|169.3996231|1|280000|153 Tarbert Street Alexandra
194|-39.05687188|174.0988948|2|455000|17 Rimu Street Strandon New Plymouth
197|-38.1542408|176.2235578|3|675000|50 Carter Drive Pomare Rotorua
200|-36.91741353|174.7831452|3|840000|113B Selwyn Street Onehunga Auckland
203|-36.70431148|174.7472264|4|1125000|2/74 Deep Creek Road Torbay Auckland
205|-38.08268193|176.7053067|1|59000|33 Newall Street Kawerau
206|-41.3154488|174.7931313|2|440000|76 Kilbirnie Crescent Kilbirnie Wellington
207|-39.51008483|176.8631643|2|380000|3 Wiltshire Place Tamatea Napier
208|-46.42203885|168.3669872|1|255000|92 Nelson Street Georgetown Invercargill
210|-37.38736532|175.8333389|1|250000|4 Pickett Place Waihi
214|-36.9891803|174.8621635|3|800000|23 Plunket Avenue Papatoetoe Auckland
216|-36.9025896|174.7941594|5|1225000|2 Irirangi Road Greenlane Auckland
218|-40.86712435|175.077782|2|480000|150 Winara Avenue Waikanae
222|-39.59869337|174.2815673|1|115000|3 McLean Street Hawera
223|-37.05822352|174.9639044|3|600000|48A Cargill Street Papakura
224|-37.04122397|174.633169|3|730000|350 Big Bay Road Manukau Heads
225|-36.97705342|174.6122329|5|1240000|719 Huia Road Parau Auckland
227|-36.9695177|174.9035744|3|830000|4 Frank Bunce Grove Flat Bush Auckland
228|-39.60287313|176.9475914|3|600000|59 Haumoana Road Haumoana
229|-37.75177355|175.2770121|2|395000|21 Rossiter Place Chartwell Hamilton
230|-43.51500587|172.6187547|4|950000|83 Rugby Street Merivale Christchurch
231|-37.73564047|176.1918737|2|347000|3 Riverstone Drive Welcome Bay Tauranga
236|-39.33646212|174.2734537|2|420000|25 Brecon Road Stratford
237|-43.5276531|172.569108|3|630000|28 Villa Grove Ilam Christchurch
238|-37.73509627|176.1560918|2|505000|49 Sapphire Drive Hairini Tauranga
240|-37.70541973|176.1307047|2|350000|38 Townhead Crescent Bethlehem Tauranga
243|-43.59036918|172.3904329|2|500000|87 Overbury Crescent Rolleston
244|-37.77869373|175.2416287|2|325000|22 Norman Street Nawton Hamilton
245|-39.0315516|174.1463619|2|320000|36 Kingsford Street Bell Block New Plymouth
246|-41.21472473|174.8068783|2|385000|24 Saville Row Johnsonville Wellington
247|-41.11930583|174.8905483|2|540000|13 Longitude Place Whitby Porirua
248|-36.85758217|174.6255495|2|540000|58A Kingdale Road Henderson Auckland
250|-36.89758155|174.8645135|4|1020000|9 Suda Place Panmure Auckland
252|-36.7674616|174.6700943|6|1900000|101-103 Roland Road Greenhithe Auckland
255|-37.72951955|175.2810266|3|650000|5 Buchanan Place Huntington Hamilton
256|-44.09742397|170.8241581|1|240000|4 Sloane Street Fairlie
257|-38.34172593|175.1631045|1|180000|2 South Street Te Kuiti
259|-41.1827745|174.8204078|2|520000|33 St Edmund Crescent Tawa Wellington
260|-41.32612253|174.8333545|4|1010000|30 Burnham Street Seatoun Wellington
261|-41.53678265|173.9664097|3|890000|16 Glenhill Drive Witherlea Blenheim
262|-41.21595122|175.4606267|2|460000|28 Cologne Street Martinborough
263|-36.88148943|174.6518594|3|740000|80M Tirimoana Road Te Atatu South Auckland
268|-36.7855406|175.0938017|6|2800000|5 Belle View Place Waiheke Island
270|-37.26976097|174.9405634|2|550000|16A Coolen Place Tuakau
271|-43.30487892|172.5791592|2|560000|121 West Belt Rangiora
273|-41.2793747|174.7610537|2|450000|137 Northland Road Northland Wellington
275|-46.08726057|168.9609848|1|110000|4 Talbot Street East Gore Gore
276|-36.84994908|174.6182703|3|660000|59 Rehia Road Massey Auckland
280|-37.82636502|175.294509|2|410000|8 Exeter Street Glenview Hamilton
282|-41.24508987|174.7732215|2|540000|36 Awarua Street Ngaio Wellington
283|-43.48788112|172.6818931|2|360000|10 Newhaven Street Burwood Christchurch
285|-43.50766987|172.5550401|3|690000|29 Glenburn Place Avonhead Christchurch
287|-36.84392638|174.6246717|2|530000|274 Triangle Road Massey Auckland
288|-38.69174522|178.0701784|3|790000|29 Murphy Road Wainui Gisborne
289|-37.00840978|175.8419256|2|475000|28 Windsor Drive Tairua
290|-41.25094635|174.9357391|2|315000|65 Parkway Wainuiomata Lower Hutt
292|-38.01405915|175.3153283|2|380000|818 Fairview Road Te Awamutu
293|-41.263809|174.9549662|1|280000|33 McKillop Street Wainuiomata Lower Hutt
294|-41.2049536|174.9537614|2|325000|36 Shearer Crescent Naenae Lower Hutt
298|-40.90993312|174.9846348|3|790000|40 Simpson Crescent Raumati Beach Paraparaumu
302|-37.24657545|174.7358953|2|490000|52 Kitchener Road Waiuku
303|-37.12400368|175.2576203|2|300000|404 Kaiaua Road Kaiaua
304|-37.1343479|174.7047185|3|840000|31A Torkar Road Clarks Beach
305|-45.87628462|170.3425043|2|360000|7A Berwick Street Mosgiel
306|-36.8560697|174.8552485|6|3350000|24 Dingle Road St Heliers Auckland
308|-37.74029672|176.1339771|2|476000|92 Waterside Drive Pyes Pa Tauranga
309|-37.0697245|175.5217782|3|650000|12 Patui Avenue Thornton Bay
311|-39.04048798|177.4211814|1|103000|7 Osler Street Wairoa
313|-37.8760211|175.46938|3|700000|12 Cooper Crescent Cambridge
315|-36.82227455|174.6356557|4|960000|4 Garcia Place West Harbour Auckland
322|-37.69171897|176.2623662|2|364000|17 Emery Place Papamoa Beach Papamoa
323|-41.33767192|174.7702899|4|980000|6 Ribble Street Island Bay Wellington
326|-37.79304582|175.2685021|2|340000|6 Joffre Street Frankton Hamilton
330|-41.25701983|174.913856|6|2000000|18 Cheviot Road Lowry Bay Lower Hutt
333|-36.8614461|174.6397994|3|780000|3/40 Sylvan Crescent Te Atatu South Auckland
335|-45.04730438|169.1968699|2|390000|6 Junction Court Cromwell
338|-43.52615928|172.6796249|1|295000|25 Sewell Street Linwood Christchurch
340|-40.96084762|175.6570067|2|365000|2 Tui Street Masterton
341|-41.18316492|174.9518267|2|310000|17 Pringle Street Taita Lower Hutt
343|-41.34637093|173.173637|3|670000|9 Phoebe Place Richmond
344|-37.96370963|176.8311438|1|295000|152 College Road Edgecumbe
345|-36.7504829|175.4769895|2|345000|2885 Long Bay Road Wyuna Bay
349|-36.74922665|174.7640591|6|2720000|277 Beach Road Campbells Bay Auckland
350|-43.53677185|172.6872006|2|310000|35 Keighleys Road Bromley Christchurch
351|-46.06041313|170.1948565|1|255000|21 Peace Street Taieri Beach
352|-40.3717729|175.2361294|1|160000|22 Ngatiawa Street Himatangi Beach
353|-37.54233408|175.1622647|1|279000|32 James Henry Crescent Huntly
354|-36.969644|174.8372083|3|840000|37 Landon Avenue Mangere East Auckland
355|-37.71650307|176.3326728|2|520000|15 Palazzo Drive Papamoa Beach Papamoa
357|-43.45291718|172.6177971|2|455000|25 Connemara Drive Northwood Christchurch
363|-36.8902063|174.9910506|6|3115000|9 Tui Brae Beachlands Auckland
366|-43.53209123|172.5677553|2|405000|30 Main South Road Sockburn Christchurch
368|-35.63393633|174.5280101|5|1360000|40 Whangaumu Street Tutukaka
371|-41.2764824|174.9491412|1|275000|14 Wood Street Wainuiomata Lower Hutt
373|-39.0879799|174.036478|2|420000|16 Elder Grove Whalers Gate New Plymouth
376|-39.5001273|176.9181941|2|590000|463 Marine Parade Napier South Napier
377|-37.78866857|175.2568006|2|355000|8A Kotuku Street Frankton Hamilton
379|-36.350927|174.302063|2|400000|1 Journeys End Tapora
380|-41.54315978|173.9434357|2|580000|10 Lester Place Witherlea Blenheim
382|-38.6567912|178.0265962|1|241000|106A Ormond Road Whataupoko Gisborne
384|-36.87246448|174.8054323|6|1725000|95A Orakei Road Remuera Auckland
386|-39.6508662|176.8465097|1|245000|402 Riverslea Road South Akina Hastings
387|-37.0097995|174.8985844|4|900000|7 Jill Place Manurewa Auckland
388|-43.5307272|172.5835956|2|350000|2/270 Riccarton Road Upper Riccarton Christchurch
392|-40.79507608|175.0836715|2|335000|64 Dixie Street Te Horo Beach
393|-36.95793692|175.2314367|2|425000|105 Bays Road Orere Point
396|-45.90022003|170.49827|1|190000|228 Oxford Street South Dunedin Dunedin
397|-37.66285233|176.1304101|3|645000|68 Waratah Street Matua Tauranga
398|-36.81989987|174.6311804|4|1000000|65 Luckens Road West Harbour Auckland
400|-36.88499397|174.7056238|4|980000|8 Laurel Street Mount Albert Auckland
402|-41.52620517|173.9498587|2|310000|37A Howick Road Redwoodtown Blenheim
403|-37.88728877|175.468682|3|630000|24 Thornton Road Cambridge
404|-44.26200212|171.1376879|1|250000|49 Harris Street Pleasant Point
407|-41.11733648|174.9032471|3|610000|122 Navigation Drive Whitby Porirua
408|-37.06580417|174.9219726|6|1725000|10 Sophia Place Karaka
409|-41.2646237|174.7705677|3|760000|76 Cecil Road Wadestown Wellington
413|-43.4849332|172.5924004|2|355000|75 Reynolds Avenue Bishopdale Christchurch
414|-36.71979825|174.7191825|5|1300000|9 Sohlue Place Oteha Auckland
417|-41.19420332|174.9464631|2|475000|22A Cottle Street Avalon Lower Hutt
421|-40.88935327|174.9985583|2|520000|34 Chums Road Paraparaumu Beach Paraparaumu
423|-43.51687892|172.6558998|3|600000|15 Stapletons Road Richmond Christchurch
428|-36.75431637|174.7637322|6|2775000|163 Beach Road Castor Bay Auckland
431|-40.92010708|174.9871968|2|520000|1 Goldsborough Avenue Raumati Beach Paraparaumu
432|-36.9506753|174.8104738|2|570000|13 Jury Place Favona Auckland
434|-40.4697168|175.2418677|1|265000|27 Norton Street Foxton Beach Foxton
437|-35.62026683|174.5337299|3|790000|59 Pacific Bay Road Tutukaka
438|-36.91951462|174.9166213|4|1000000|1/125 Millhouse Drive Northpark Auckland
445|-36.77491283|174.7258982|3|850000|42 Weldene Avenue Glenfield Auckland
446|-37.7651648|175.3016153|2|375000|2 Betley Crescent Fairview Downs Hamilton
449|-37.19759635|174.89195|2|580000|109A Princes Street Pukekohe
451|-41.30025145|173.2672061|2|370000|78 Bishopdale Avenue Bishopdale Nelson
452|-39.76196172|174.6235646|1|131000|18 Swinbourne Street Waverley
453|-43.55318327|172.6292351|2|345000|1/138 Milton Street Somerfield Christchurch
454|-43.45636675|172.6211124|2|490000|29 Englefield Road Belfast Christchurch
455|-36.87834798|175.0293347|5|1200000|19 Campbell Road Maraetai Auckland
460|-45.89971158|170.5144201|1|275000|8 Rona Street Saint Kilda Dunedin
462|-36.88992425|174.7617628|5|1400000|43 Balmoral Road Mount Eden Auckland
464|-43.52058567|172.6241472|6|3040000|91 Carlton Mill Road Merivale Christchurch
467|-43.55343978|172.6730252|2|325000|53 Marshall Street Woolston Christchurch
473|-36.91638268|174.7893478|5|1350000|13B Jordan Avenue Onehunga Auckland
476|-37.04956043|174.8866409|3|820000|163 Wattle Farm Road Wattle Downs Auckland
478|-43.49984493|172.5902795|2|425000|21 Manor Place Bryndwr Christchurch
481|-38.1334291|176.2405156|2|439000|46 Tarewa Road Rotorua
483|-36.77454975|174.7755535|6|7850000|30 Audrey Road Takapuna Auckland
484|-37.72700578|176.1542064|2|455000|105 College Place Poike Tauranga
486|-44.7368668|171.0545309|1|126000|31 High Street Waimate
490|-38.06526473|177.0079184|1|96000|32 McKenzie Street Taneatua
502|-36.85357508|174.7924276|6|16000000|16 Crescent Road Parnell Auckland
503|-35.74776635|174.2124319|2|360000|2 Kokopu Block Road Maungatapere
504|-39.52785453|176.8610118|2|455000|31 McKeefry Avenue Greenmeadows Napier
506|-37.96409347|176.9671404|1|235000|29 Ratima Place Whakatane
508|-43.50209163|172.6369868|2|420000|63 Thames Street Mairehau Christchurch
512|-38.4549729|176.7057174|1|40000|23 Matai Street Murupara
516|-36.89568647|174.8143161|6|2100000|34 Pukerangi Crescent Ellerslie Auckland
517|-41.21885362|174.7998532|2|395000|102 Ironside Road Johnsonville Wellington
519|-36.95950588|174.8638903|3|600000|19 Harwood Crescent Otara Auckland
521|-43.54952817|172.6658685|2|385000|64 Sullivan Avenue Woolston Christchurch
525|-43.58022912|172.5463319|2|450000|21 Maka Lane Halswell Christchurch
528|-45.0032435|168.7722074|4|975000|23 Oxfordshire Avenue Lower Shotover
529|-44.39211167|171.2180828|2|330000|26 Grandi Avenue Highfield Timaru
531|-46.119523|169.9590309|1|260000|43 Ajax Street Milton
535|-37.02494742|174.9230302|2|550000|131 Hyperion Drive Randwick Park Auckland
536|-36.299258|174.795659|3|730000|31 Matheson Bay Road Leigh
537|-36.88619707|174.7319443|3|890000|7A Locarno Avenue Sandringham Auckland
538|-35.72822333|174.3398774|2|355000|31 Memorial Drive Parahaki Whangarei
539|-37.2554328|174.7374836|3|700000|63C Victoria Avenue Waiuku
544|-39.63158763|176.8420558|2|370000|614 Fitzroy Avenue Mahora Hastings
545|-36.98095055|174.8956944|2|590000|62 Zelda Avenue Clover Park Auckland
546|-36.86503427|174.7568698|6|1500000|1 Couldry Street Eden Terrace Auckland
547|-36.94024987|174.8528617|3|800000|16 Todd Place Otahuhu Auckland
551|-43.54213828|172.6616355|2|325000|117 Osborne Street Waltham Christchurch
552|-41.54506757|173.9488711|2|580000|33 Elmwood Avenue Witherlea Blenheim
556|-43.55607208|172.7190913|4|1020000|2 McCormacks Bay Road Mount Pleasant Christchurch
557|-36.61906802|174.792425|4|1050000|51 Voyager Drive Gulf Harbour Whangaparaoa
558|-38.68773438|176.0932364|2|364000|59 Hatepe Avenue Taupo
559|-36.69572788|174.7586465|5|1210000|5A Tui Street Torbay Auckland
561|-38.15376738|176.2180673|2|456000|410 Pukehangi Road Pomare Rotorua
562|-44.24855412|171.2961028|1|290000|10 Shaw Street Temuka
564|-41.17290017|174.9631797|2|315000|38 Biddle Crescent Taita Lower Hutt
567|-37.78389208|175.3093682|2|385000|56 May Street Hamilton East Hamilton
568|-37.64141225|176.0392001|2|520000|161 Omokoroa Road Omokoroa
569|-36.73074343|174.7316536|6|1750000|90C Killybegs Drive Pinehill Auckland
570|-41.52378633|173.9577672|1|235000|139 Scott Street Redwoodtown Blenheim
571|-43.53069793|172.5673176|2|550000|41 Yaldhurst Road Sockburn Christchurch
575|-37.0170798|174.8960194|3|840000|26 Kelvyn Grove Manurewa Auckland
576|-38.65376108|177.9929179|1|261000|30 Muir Street Te Hapara Gisborne
577|-37.76713102|175.2566987|2|375000|277C Te Rapa Road Beerescourt Hamilton
578|-43.58319218|172.5713006|2|540000|126 William Brittan Avenue Halswell Christchurch
580|-41.07213113|174.8577827|2|440000|2 Gordon Road Plimmerton Porirua
581|-40.62618035|175.2722066|2|305000|65 Mako Mako Road Levin
582|-36.89267283|174.7078894|3|890000|1/1152 New North Road Mount Albert Auckland
583|-37.68255393|176.2299888|2|436000|140 Eversham Road Mount Maunganui
585|-36.82599278|174.7900491|5|1275000|41 Kiwi Road Stanley Point Auckland
587|-45.90439117|170.5013786|1|290000|10 De Carle Street Saint Kilda Dunedin
590|-40.28182063|175.760002|1|190000|213 The Terrace Ashhurst
593|-45.85234167|170.505674|1|250000|39 Woodhaugh Street Woodhaugh Dunedin
595|-37.73175845|176.1353566|2|363000|12B Lisbon Street Greerton Tauranga
596|-44.25602512|170.091896|2|380000|245 MacKenzie Drive Twizel
598|-36.86674778|174.6013241|3|895000|10 Robertson Road Ranui Auckland
604|-36.89733423|174.6832381|3|765000|125B Ash Street Avondale Auckland
611|-36.97824607|174.8335507|4|1025000|214 Portage Road Papatoetoe Auckland
612|-37.23634983|175.0110857|3|780000|35 Mark Ball Drive Pokeno
615|-43.46539795|172.6690271|3|860000|36 Ruapani Street Marshland Christchurch
616|-36.89369923|174.6585316|3|705000|1 Clarion Place Glendene Auckland
617|-41.24743007|174.8059466|3|640000|25A Benares Street Khandallah Wellington
619|-40.87383937|175.0137672|2|455000|32 Hicks Crescent Waikanae Beach Waikanae
620|-45.75583817|170.6425669|1|130000|4 Driver Street Long Beach
621|-45.88957815|170.5297395|1|255000|11 Ballantyne Street Waverley Dunedin
623|-40.87003685|175.0771274|2|580000|121 Winara Avenue Waikanae
624|-41.2732789|174.9546031|1|245000|145 Main Road Wainuiomata Lower Hutt
625|-38.66512207|178.0529242|2|342000|7 Darwin Road Outer Kaiti Gisborne
626|-36.86489347|174.7148316|4|1020000|3 Kettle Street Point Chevalier Auckland
630|-43.55123815|172.5249821|2|380000|53 Branston Street Hornby Christchurch
634|-36.571549|174.68719|3|810000|62 Sun Valley Hatfields Beach Orewa
635|-37.76761687|175.2370364|2|340000|24 Lugton Street Nawton Hamilton
636|-38.65926357|178.0275305|2|354000|67 Stout Street Whataupoko Gisborne
638|-38.1483922|176.2985629|3|740000|17 Stafford Rise Owhata Rotorua
639|-36.9176145|174.7330323|5|1255000|536 Richardson Road Mount Roskill Auckland
644|-44.97282622|169.2433905|2|350000|11 Missy Crescent Mount Pisa
646|-35.30097607|174.0989184|5|1210000|1346D Paihia Road Paihia
647|-36.88094265|174.7193453|5|1240000|11 Asquith Avenue Mount Albert Auckland
648|-38.66171437|175.9257699|2|381000|34 Irwin Place Kinloch
650|-36.79370288|174.6817148|4|1125000|120 Aeroview Drive Beach Haven Auckland
654|-45.89102678|170.4723372|2|320000|194 Elgin Road Balaclava Dunedin
655|-44.71435352|169.1411497|6|1600000|5 Ironview Lane Wanaka
657|-46.40398787|168.3630159|1|215000|185 MacMaster Street Richmond Invercargill
660|-36.74055702|174.712942|4|1150000|37 Kristin Lane Albany Auckland
663|-43.55051712|172.6211267|2|420000|51 Sydney Street Spreydon Christchurch
665|-43.51293502|172.658866|2|415000|43 Averill Street Richmond Christchurch
666|-39.5915459|174.2878765|1|230000|7 Goodson Place Hawera
667|-41.31549693|174.7850337|2|450000|132 Owen Street Newtown Wellington
669|-38.21854632|175.8589224|1|69000|2 Arthur Street Tokoroa
671|-40.92023698|174.9785565|4|1130000|331 Rosetta Road Raumati Beach Paraparaumu
672|-43.53537383|172.6843337|1|290000|2 Keighleys Road Bromley Christchurch
673|-41.21944918|174.8806934|3|640000|123 Richmond Street Petone Lower Hutt
674|-38.93148622|175.8861031|2|400000|64 Parekawa Drive Motuoapa
675|-40.62349212|175.292735|2|320000|8 Rugby Street Levin
679|-38.89124463|175.7698658|1|267000|9 Huriwaka Street Kuratau
680|-45.89885377|170.4286672|1|270000|22 Binnie Street Abbotsford Dunedin
681|-37.01701973|174.9057156|3|780000|21 Hillcrest Grove Manurewa Auckland
684|-37.04514978|174.9352591|3|740000|13 Ritchie Crescent Takanini
685|-37.80095147|174.8869978|2|500000|48 Lorenzen Bay Road Raglan
686|-36.611461|174.781277|4|1050000|12 Gulf Harbour Drive Gulf Harbour Whangaparaoa
687|-36.91308265|174.8302523|5|1230000|19 Whitford Avenue Mount Wellington Auckland
688|-36.87200058|174.8162969|5|1220000|7B Mapiu Street Remuera Auckland
689|-36.91410242|174.6772151|3|810000|1 Denyer Place New Lynn Auckland
690|-41.23078385|174.886622|2|570000|219 The Esplanade Petone Lower Hutt
691|-40.836344|172.830888|2|405000|279 Rototai Road Takaka
692|-36.8681862|174.7094737|4|1140000|36A Huia Road Point Chevalier Auckland
694|-36.91504213|174.9308499|5|1200000|4 Ayrshire Place Somerville Auckland
695|-37.73892743|175.2331038|2|530000|27 Church Road Pukete Hamilton
696|-41.32647442|173.2214805|2|380000|71 Kingsford Drive Stoke Nelson
698|-45.88089922|170.3602743|2|400000|140 Hagart-Alexander Drive Mosgiel
700|-44.09844277|170.8259283|1|220000|17 Regent Street Fairlie
702|-36.9053154|174.7107921|4|1175000|96 Tiverton Road New Windsor Auckland
704|-43.59207875|172.5700917|2|350000|9 Birchdale Place Halswell Christchurch
706|-38.01011778|177.2802487|1|185000|45 Ford Street Opotiki
707|-40.48710757|175.2820325|1|150000|1563 Levin Road Foxton
710|-37.7060653|176.1284009|2|374000|7 Norwich Place Bethlehem Tauranga
711|-43.517859|172.641876|2|455000|5/58 Bishop Street St Albans Christchurch
714|-39.6213645|176.7713887|1|170000|8 Kingsley Place Flaxmere Hastings
716|-36.8677912|174.699558|5|1280000|99 Walker Road Point Chevalier Auckland
717|-35.61740558|174.5292595|4|910000|95 Tutukaka Block Road Tutukaka
718|-37.79468208|175.2789395|2|500000|26 Hunter Street Hamilton Lake Hamilton
